2019/1/7 21:17:43,18FF9700,0000BF849685B088
2019/1/7 21:17:43,18FF9700,00018E8503977D75
2019/1/7 21:17:43,18FF9700,01037885428BC06E
2019/1/7 21:17:43,18FF9700,0104238CB2A0B09E
2019/1/7 21:17:43,18FF9700,010580854D84AE80
2019/1/7 21:17:43,18FF9700,02062E871C83E289
2019/1/7 21:17:43,18FF9700,0207CC873EA022A1
2019/1/7 21:17:43,18FF9700,0208A58BFFFFFFFF
2019/1/7 21:17:43,18FF9600,090808FFFFFFFFFF
2019/1/7 21:17:43,18FF9710,22A117C06E0BFFFF
2019/1/7 21:17:43,18FF9800,003738373838FFFF
2019/1/7 21:17:43,18FF9810,380137001601FFFF
2019/1/7 21:17:43,18FF9900,00008E820D910D00
2019/1/7 21:17:43,19FF9900,000000000000
2019/1/7 21:17:43,18FF9700,0002238B748F6D84
2019/1/7 21:17:43,18FFC0F4,FFFFFFFFFFFFFFFF
2019/1/7 21:17:44,18FFC0F4,FFFFFFFFFFFFFFFF
2019/1/7 21:17:44,18FF9701,0000A09328771488
2019/1/7 21:17:44,18FF9701,0001A79DF48F5898
2019/1/7 21:17:44,18FF9701,00031286E188388C
2019/1/7 21:17:44,18FF9701,0004BB854A86F58D
2019/1/7 21:17:44,18FF9701,00055795B0875C87
2019/1/7 21:17:44,18FF9701,0006738F8892C58A
2019/1/7 21:17:44,18FF9701,00077A8AEA873A97
2019/1/7 21:17:44,18FF9701,0208CA8DFFFFFFFF
2019/1/7 21:17:44,18FF9711,A89D06CA6907FFFF
2019/1/7 21:17:44,18FF9801,003939383939FFFF
2019/1/7 21:17:44,18FF9811,390038021C01FFFF
2019/1/7 21:17:44,18FF9901,00000CB20D4D9A0D
2019/1/7 21:17:44,19FF9901,0000000000009A0D
2019/1/7 21:17:44,18FF9601,080809FFFFFFFFFF
2019/1/7 21:17:44,18FF9701,0002A89DCA691B94
2019/1/7 21:17:44,1820C0F4,00120101003BFFFF
2019/1/7 21:17:44,1820C0F4,01001F00FFFFFFFF
2019/1/7 21:17:44,1830C0F4,007B03FFFFFFFFFF
2019/1/7 21:17:44,1830C0F4,0122A1CA695837FF
2019/1/7 21:17:44,1840C0F4,0039372AFFFFFFFF
2019/1/7 21:17:44,1850C0F4,983A7017FFFFFFFF
2019/1/7 21:17:44,1860C0F4,0700400000000000
2019/1/7 21:17:44,1870C0F4,0064005FFFFFFFFF
2019/1/7 21:17:44,1870C0F4,014099999D2200FF
2019/1/7 21:17:44,1880C0F4,0054FF00000000C0
2019/1/7 21:17:44,1880C0F4,0100000000000000
2019/1/7 21:17:44,1820C0F4,0201000000000000
2019/1/7 21:17:44,18FF9700,0000BF849785B188
2019/1/7 21:17:44,18FF9700,00018E8502977E75
2019/1/7 21:17:44,18FF9700,01037685418BBE6E
2019/1/7 21:17:44,18FF9700,0104238CB2A0B09E
2019/1/7 21:17:44,18FF9700,010580854D84AE80
2019/1/7 21:17:44,18FF9700,02062E871B83E289
